time,open,high,low,close
2023-03-10T14:30:00Z,292.83,293.06,289.13,290.21
2023-03-10T15:00:00Z,290.23,292.09,289.96,290.48
2023-03-10T15:30:00Z,290.5,292.85,290.21,292.73
2023-03-10T16:00:00Z,292.75,293.67,291.65,293.5
2023-03-10T16:30:00Z,293.48,294.34,291.55,291.74
2023-03-10T17:00:00Z,291.77,292.11,290.52,291.07
2023-03-10T17:30:00Z,291.065,292.16,289.85,289.93
2023-03-10T18:00:00Z,289.94,290.43,288.49,288.68
2023-03-10T18:30:00Z,288.67,288.83,287.45,287.77
2023-03-10T19:00:00Z,287.76,289.55,287.72,287.94
2023-03-10T19:30:00Z,287.93,290.2,287.93,289.5
2023-03-10T20:00:00Z,289.5,290.01,288.44,289.09
2023-03-10T20:30:00Z,289.08,289.19,287.49,288.5
2023-03-13T13:30:00Z,286.73,290.48,285.19,289.65
2023-03-13T14:00:00Z,289.64,291.13,288.68,288.98
2023-03-13T14:30:00Z,289.06,291.34,288.62,291.1
2023-03-13T15:00:00Z,291.18,293.56,290.78,293.49
2023-03-13T15:30:00Z,293.5,293.92,291.92,293.29
2023-03-13T16:00:00Z,293.29,294.33,292.05,292.69
2023-03-13T16:30:00Z,292.67,293.61,291.44,291.85
2023-03-13T17:00:00Z,291.82,292.47,290.72,291.46
2023-03-13T17:30:00Z,291.4,292.81,290.81,292.61
2023-03-13T18:00:00Z,292.6,294.08,292.55,293.49
2023-03-13T18:30:00Z,293.51,294.47,292.75,293.51
2023-03-13T19:00:00Z,293.47,293.95,291.19,291.57
2023-03-13T19:30:00Z,291.6,293.18,290.66,290.74
2023-03-14T13:30:00Z,294.32,296.38,294.21,295.65
2023-03-14T14:00:00Z,295.69,296.82,295.31,296.79
2023-03-14T14:30:00Z,296.77,297.23,296.31,296.34
2023-03-14T15:00:00Z,296.36,297.75,296.36,297.54
2023-03-14T15:30:00Z,297.58,297.93,297.36,297.39
2023-03-14T16:00:00Z,297.4,297.695,296.64,296.95
2023-03-14T16:30:00Z,296.93,297.65,296.68,296.98
2023-03-14T17:00:00Z,297.03,297.26,294.83,296.02
2023-03-14T17:30:00Z,295.97,296.475,294.98,295.22
2023-03-14T18:00:00Z,295.21,295.74,294,295.57
2023-03-14T18:30:00Z,295.56,295.9,294.9,295.06
2023-03-14T19:00:00Z,295.09,295.48,293.45,294.38
2023-03-14T19:30:00Z,294.37,297.76,294.11,297.36
2023-03-15T13:30:00Z,294.72,296.16,294.28,294.58
2023-03-15T14:00:00Z,294.61,296.04,294.02,294.6
2023-03-15T14:30:00Z,294.54,295.31,293.25,295.15
2023-03-15T15:00:00Z,295.16,295.93,294.66,295.33
2023-03-15T15:30:00Z,295.37,297.03,295.17,295.79
2023-03-15T16:00:00Z,295.78,296.16,294.42,294.9
2023-03-15T16:30:00Z,294.91,295.51,293.96,294.32
2023-03-15T17:00:00Z,294.31,296.49,294.06,296.38
2023-03-15T17:30:00Z,296.34,296.88,295.21,296.5
2023-03-15T18:00:00Z,296.52,298.92,295.66,298
2023-03-15T18:30:00Z,298.07,298.77,297.31,298.54
2023-03-15T19:00:00Z,298.56,299.25,297.5,298.7
2023-03-15T19:30:00Z,298.76,299.01,296.71,298.9
2023-03-16T13:30:00Z,298,299.7,297.21,299.7
2023-03-16T14:00:00Z,299.67,300.07,298.39,299.44
2023-03-16T14:30:00Z,299.44,302.5,299.08,302.1
2023-03-16T15:00:00Z,302.1,303.975,301.64,303.93
2023-03-16T15:30:00Z,303.98,305.57,303.65,305.05
2023-03-16T16:00:00Z,305.05,305.27,303.73,304.85
2023-03-16T16:30:00Z,304.9,305.98,304.25,305.77
2023-03-16T17:00:00Z,305.78,306.09,304.86,305.52
2023-03-16T17:30:00Z,305.54,305.72,304.77,305.5
2023-03-16T18:00:00Z,305.355,305.65,304.83,305.63
2023-03-16T18:30:00Z,305.62,306.17,304.82,306.1
2023-03-16T19:00:00Z,306.095,307.17,305.94,307.05
2023-03-16T19:30:00Z,307.04,307.07,306.2,306.79
2023-03-17T13:30:00Z,306.72,308.03,306.33,307.65
2023-03-17T14:00:00Z,307.66,309.15,305.81,306.17
2023-03-17T14:30:00Z,306.21,306.59,304.23,305.18
2023-03-17T15:00:00Z,305.15,305.72,303.68,304.26
2023-03-17T15:30:00Z,304.25,304.92,303.37,304.47
2023-03-17T16:00:00Z,304.47,305.35,304.23,305.11
2023-03-17T16:30:00Z,305.12,306.06,304.45,305
2023-03-17T17:00:00Z,305,306.41,304.96,305.745
2023-03-17T17:30:00Z,305.72,306.28,305.17,306.06
2023-03-17T18:00:00Z,306.06,306.53,304.25,304.37
2023-03-17T18:30:00Z,304.35,304.93,303.73,304.61
2023-03-17T19:00:00Z,304.66,305.755,304.23,305.65
2023-03-17T19:30:00Z,305.65,305.71,304.59,305.32
2023-03-20T13:30:00Z,304.3,304.5,302.01,302.81
2023-03-20T14:00:00Z,302.82,304.04,302.6,303.85
2023-03-20T14:30:00Z,303.83,304.92,303.34,304.78
2023-03-20T15:00:00Z,304.81,305.99,304.625,305.89
2023-03-20T15:30:00Z,305.93,306.04,304.03,304.09
2023-03-20T16:00:00Z,304.09,304.32,302.85,303.77
2023-03-20T16:30:00Z,303.76,304.9,303.59,304.57
2023-03-20T17:00:00Z,304.62,305.27,304.5,304.93
2023-03-20T17:30:00Z,304.93,305.44,304.7,305.17
2023-03-20T18:00:00Z,305.15,305.59,304.66,305.27
2023-03-20T18:30:00Z,305.28,305.74,304.49,305.17
2023-03-20T19:00:00Z,305.15,305.5,304.74,305.16
2023-03-20T19:30:00Z,305.13,306.29,305.02,305.91
2023-03-21T13:30:00Z,307.94,308.93,307.63,308.86
2023-03-21T14:00:00Z,308.89,309.37,306.91,307.3
2023-03-21T14:30:00Z,307.3,307.62,306.42,306.84
2023-03-21T15:00:00Z,306.87,307.98,306.69,307.48
2023-03-21T15:30:00Z,307.45,307.815,306.4,306.86
2023-03-21T16:00:00Z,306.78,307.79,306.7,307.66
2023-03-21T16:30:00Z,307.65,308.2,307.44,308.01
2023-03-21T17:00:00Z,308.04,308.66,307.82,308.57
2023-03-21T17:30:00Z,308.62,308.95,308.06,308.06
2023-03-21T18:00:00Z,308.1,308.77,308.04,308.69
2023-03-21T18:30:00Z,308.7,309.64,308.68,309.43
2023-03-21T19:00:00Z,309.43,310.06,309.4,309.9
2023-03-21T19:30:00Z,309.915,310.79,309.67,310.31
2023-03-22T13:30:00Z,310.26,310.8,309.74,310.61
2023-03-22T14:00:00Z,310.48,311.85,310.05,311.71
2023-03-22T14:30:00Z,311.68,311.79,310.94,311.23
2023-03-22T15:00:00Z,311.21,311.48,310.62,311.35
2023-03-22T15:30:00Z,311.37,311.96,311.37,311.68
2023-03-22T16:00:00Z,311.67,311.67,310.29,310.48
2023-03-22T16:30:00Z,310.49,310.8,310.34,310.69
2023-03-22T17:00:00Z,310.7,311.12,310.21,311.05
2023-03-22T17:30:00Z,311.11,311.66,311.04,311.43
2023-03-22T18:00:00Z,311.57,314.41,311.3,312.95
2023-03-22T18:30:00Z,312.97,315.24,310.34,311.41
2023-03-22T19:00:00Z,311.41,313.04,308.96,312.26
2023-03-22T19:30:00Z,312.15,312.34,305.95,305.99
2023-03-23T13:30:00Z,309.93,310.93,309.74,310.81
2023-03-23T14:00:00Z,310.81,312.39,310.65,311.8
2023-03-23T14:30:00Z,311.78,313.55,311.54,313.28
2023-03-23T15:00:00Z,313.39,314.15,312.735,312.81
2023-03-23T15:30:00Z,312.86,313.63,312.62,313.08
2023-03-23T16:00:00Z,313.09,313.44,312.35,313.06
2023-03-23T16:30:00Z,313.05,313.28,312.12,312.39
2023-03-23T17:00:00Z,312.41,312.82,310.96,311.485
2023-03-23T17:30:00Z,311.45,312.17,310.68,310.81
2023-03-23T18:00:00Z,310.8,311.29,308.88,308.88
2023-03-23T18:30:00Z,308.9,309.36,307.06,308.72
2023-03-23T19:00:00Z,308.72,310.47,307.02,308.545
2023-03-23T19:30:00Z,308.54,311.32,308,309.79
2023-03-24T13:30:00Z,309.33,309.72,307.18,309.21
2023-03-24T14:00:00Z,309.25,309.69,307.66,309.22
2023-03-24T14:30:00Z,309.26,309.64,308.02,308.73
2023-03-24T15:00:00Z,308.71,309.05,306.95,307.5
2023-03-24T15:30:00Z,307.49,309.53,307.14,309.36
2023-03-24T16:00:00Z,309.42,310,307.56,308.12
2023-03-24T16:30:00Z,308.15,309.19,307.98,308.72
2023-03-24T17:00:00Z,308.72,309.46,308.25,309.08
2023-03-24T17:30:00Z,309.07,309.76,308.55,308.98
